id,text,label
1357,mang tính thực tiễn cao cho việc thi toeic cũng như thực hành ngoài xã hội .,positive
1358,"nhiệt tình , thầy dạy kỹ .",positive
1359,giảng viên đưa ra nhiều kinh nghiệm thiết thực về các kỹ năng để áp dụng vào đời sống .,positive
1360,cung cấp kiến thức gần với thực tế .,positive
1361,"cho bài tập lấy điểm thực hành quá khó , hướng dẫn sơ sài .",negative
1362,"thầy nên nói nhiều về ứng dụng thực tế , như mình công thức này thường áp dụng cho những thiết bị nào .",negative
1363,"rèn luyện được kỹ năng giao tiếp , mạnh dạng đứng trước lớp nói tiếng anh .",positive
1364,"nhiệt tình giảng dạy , giải đáp thắc mắc rất chi tiết , cung cấp đầy đủ kiến thức cần thiết để kiểm tra .",positive
1365,"sinh viên hỏi , nhận câu trả lời cũng như không hỏi .",negative
1366,"cần sắp xếp phòng học cho hợp lý hơn , kèm theo các thiết bị , công cụ chiếu .",negative
1367,giảng viên phải nên cho ví dụ cụ thể những phần quan trọng nên nói kỹ có thể lấy ví dụ minh họa tránh việc lập đi lập lại nhiều lần sẽ tạo cảm giác chán cho sinh viên .,negative
1368,em nghĩ thầy nên tăng cường sửa nhiều bài tập hơn .,negative
1369,"thầy dạy rất tận tâm , nhiệt tình trả lời câu hỏi của sinh viên .",positive
1370,"giảng viên nhiệt tình giảng dạy , các bài tập đa dạng phù hợp với lý thuyết .",positive
1371,dành quá nhiều thời gian trên lớp để chép bài lên bảng .,negative
1372,truyền đạt những kiến thức tốt .,positive
1373,giảng viên luôn tạo không khí vui vẻ trong giờ học .,positive
1374,"giảng viên biết cách truyền đạt , giảng rất hay và dễ hiểu .",positive
1375,cô dạy rất nhiệt tình và dễ hiểu .,positive
1376,"môn học có phần không hợp lý , vì từ giữa kỳ qua phần sau tức từ chương 4 chuyển qua chương 5 trình độ của môn học tăng rất nhanh , có nhiều sinh viên không hiểu không nắm bắt được bài .",negative
1377,em mong cô cũng như toàn thể các giảng viên hãy xem xét lại việc điểm danh vì đại học dù sao cũng là tự học chứ không phải như là phổ thông nữa .,negative
1378,nhiệt tình truyền đạt kiến thức cho sinh viên .,positive
1379,cần hạn chế dạy bài giảng điện tử .,negative
1380,học môn này khá vui .,positive
1381,em thích học môn này với cô wzjwz157 .,positive
1382,thay đổi hình thức đánh giá môn học .,negative
1383,"nhiệt tình , truyền cảm hứng .",positive
1384,"update các bài học mới , bổ ích .",positive
1385,thời gian nộp bài tại lớp hơi ngắn .,negative
1386,thầy dạy rất hay và rất nhiệt tình .,positive
1387,"lịch học không rõ ràng , khó nắm bắt lịch .",negative
1388,"giảng viên giảng dạy dễ hiểu , cho bài tập và ví dụ hay , sát với bài .",positive
1389,năng nổ nhiệt tình dễ hiểu .,positive
1390,"mà hiện tại trường ta chưa có , đây là thiệt thòi lớn đối với tụi em .",negative
1391,cô giảng dạy và chỉ dẫn học sinh rất tận tình .,positive
1392,giảng viên đánh giá rất chủ quan về ý kiến của mình .,negative
1393,thầy lên lớp không đúng thời gian và không quan tâm sinh viên .,negative
1394,và có một số vấn đề thầy khó hiểu .,negative
1395,"cô rất nhiệt tình , giảng bài chi tiết , vui tính .",positive
1396,quá chú trọng vào việc luyện kỹ năng thi toeic .,negative
1397,"thầy rất có tâm với sinh viên , thầy không những dạy lý thuyết còn ví dụ những ứng dụng đó ở môi trường làm việc bên ngoài .",positive
1398,thầy nhiệt tình dễ hiểu .,positive
1399,"thầy dạy vui vẻ , không có áp lực quá khắt khe .",positive
